vote_average,vote_count,revenue,runtime,adult,budget,release_year,release_month,release_day_of_week,release_day_of_year,title_length,profit,vote_total,genre_combo_score,company_combo_score,title_length*sqrt(vote_count),sqrt(vote_count)*log(genre_combo_score),sqrt(company_combo_score)*sqrt(runtime),sqrt(company_combo_score)*sqrt(vote_count),adult*company_combo_score**3,vote_count/genre_combo_score,sqrt(runtime)*sqrt(vote_count),vote_count/runtime,release_day_of_week**3*runtime,genre_combo_score*vote_total**2,company_combo_score**3*vote_count,company_combo_score*title_length**3,sqrt(vote_count)/release_day_of_year,company_combo_score**3*vote_count**2,sqrt(release_month)*sqrt(vote_average),company_combo_score**2/genre_combo_score,vote_total**2/release_month,sqrt(revenue)/release_day_of_year,sqrt(vote_count)*log(release_month),sqrt(company_combo_score)*runtime**3,sqrt(vote_average)/genre_combo_score,release_day_of_week*sqrt(vote_total),company_combo_score*release_day_of_week,sqrt(release_day_of_week)*sqrt(vote_average),sqrt(revenue)*sqrt(vote_total),profit*exp(release_day_of_week),release_day_of_year**3*vote_count,company_combo_score**3*release_day_of_week**3,popularity
0.0,0.0,0.0,4.0,0.0,0.0,1924.0,6.0,6.0,167.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,14.0,0.0,0.0,1917.0,2.0,1.0,37.0,42.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
5.3,13.0,0.0,2.0,0.0,0.0,1921.0,9.0,6.0,268.0,14.0,0.0,68.89999999999999,26.0,0.0,50.47771785649585,11.747234128248163,0.0,0.0,0.0,0.5,5.099019513592785,6.5,432.0,123427.45999999998,0.0,0.0,0.013453549535313393,0.0,6.906518659932802,0.0,527.4677777777777,0.0,7.922205877295431,0.0,0.08854511102477952,49.80361432667311,0.0,5.639148871948673,0.0,0.0,250234816.0,0.0,0.6
0.0,0.0,0.0,3.0,0.0,0.0,1997.0,1.0,2.0,1.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8.0,1.0,0.0,8.0,0.0,0.0,2000.0,1.0,5.0,1.0,12.0,0.0,8.0,18.0,0.0,12.0,2.8903717578961645,0.0,0.0,0.0,0.05555555555555555,2.8284271247461903,0.125,1000.0,1152.0,0.0,0.0,1.0,0.0,2.8284271247461903,0.0,64.0,0.0,0.0,0.0,0.15713484026367724,14.142135623730951,0.0,6.324555320336759,0.0,0.0,1.0,0.0,0.727
0.0,0.0,0.0,9.0,0.0,0.0,2016.0,5.0,2.0,125.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
5.7,7.0,0.0,9.0,0.0,0.0,2020.0,4.0,5.0,109.0,9.0,0.0,39.9,23.0,0.0,23.811761799581316,8.295737932629988,0.0,0.0,0.0,0.30434782608695654,7.937253933193772,0.7777777777777778,1125.0,36616.23,0.0,0.0,0.024272947807932026,0.0,4.774934554525329,0.0,398.0025,0.0,3.6677901234543997,0.0,0.10380292509837671,31.58322339470751,0.0,5.338539126015656,0.0,0.0,9065203.0,0.0,0.689
0.0,0.0,0.0,2.0,0.0,0.0,2011.0,8.0,1.0,235.0,18.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
5.0,1.0,0.0,5.0,0.0,0.0,1922.0,6.0,6.0,169.0,22.0,0.0,5.0,3.0,0.0,22.0,1.0986122886681098,0.0,0.0,0.0,0.3333333333333333,2.23606797749979,0.2,1080.0,75.0,0.0,0.0,0.005917159763313609,0.0,5.477225575051661,0.0,4.166666666666667,0.0,1.791759469228055,0.0,0.7453559924999299,13.416407864998739,0.0,5.477225575051661,0.0,0.0,4826809.0,0.0,0.6
5.6,12.0,0.0,7.0,0.0,0.0,1965.0,2.0,0.0,39.0,23.0,0.0,67.19999999999999,3.0,1.0,79.67433714816835,3.805704603585384,2.6457513110645907,3.4641016151377544,0.0,4.0,9.16515138991168,1.7142857142857142,0.0,13547.519999999995,12.0,12167.0,0.0888231183368655,144.0,3.3466401061363023,0.3333333333333333,2257.919999999999,0.0,2.4011322677058873,343.0,0.7888106377466154,0.0,0.0,0.0,0.0,0.0,711828.0,0.0,1.092
0.0,0.0,0.0,3.0,0.0,0.0,2021.0,3.0,0.0,88.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,5.0,0.0,0.0,2019.0,9.0,5.0,264.0,13.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,10.0,0.0,0.0,1986.0,9.0,5.0,270.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
0.0,0.0,0.0,3.0,0.0,0.0,2018.0,6.0,4.0,166.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,13.0,0.0,0.0,1995.0,6.0,3.0,180.0,15.0,0.0,0.0,21.0,1.0,0.0,0.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,2197.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.6
0.0,0.0,0.0,1.0,0.0,0.0,2011.0,9.0,3.0,251.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
6.2,12.0,0.0,118.0,0.0,0.0,2014.0,7.0,1.0,203.0,55.0,0.0,74.4,3.0,2.0,190.5255888325765,3.805704603585384,15.362291495737217,4.898979485566357,0.0,4.0,37.62977544445356,0.1016949152542373,118.0,16606.08,96.0,332750.0,0.01706453997604805,1152.0,6.587867636800241,1.3333333333333333,790.7657142857144,0.0,6.740830490255459,2323598.137812991,0.8299933065325821,8.62554346113913,2.0,2.4899799195977463,0.0,0.0,100385124.0,8.0,2.453
0.0,0.0,0.0,3.0,0.0,0.0,2022.0,9.0,2.0,264.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
5.8,4.0,0.0,7.0,0.0,0.0,2019.0,10.0,2.0,303.0,17.0,0.0,23.2,12.0,0.0,34.0,4.969813299576001,0.0,0.0,0.0,0.3333333333333333,5.291502622129181,0.5714285714285714,56.0,6458.88,0.0,0.0,0.006600660066006601,0.0,7.6157731058639095,0.0,53.824,0.0,4.605170185988092,0.0,0.2006932429798716,9.633275663033837,0.0,3.405877273185281,0.0,0.0,111272508.0,0.0,0.6
0.0,0.0,0.0,2.0,0.0,0.0,1981.0,1.0,3.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,7.0,0.0,0.0,1943.0,12.0,3.0,336.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,5.0,0.0,0.0,2019.0,4.0,2.0,100.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,92.0,0.0,0.0,2012.0,9.0,3.0,250.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
6.5,6.0,0.0,12.0,0.0,0.0,1976.0,6.0,1.0,153.0,15.0,0.0,39.0,12.0,0.0,36.74234614174767,6.086753350429417,0.0,0.0,0.0,0.5,8.48528137423857,0.5,12.0,18252.0,0.0,0.0,0.016009736880935804,0.0,6.244997998398397,0.0,253.5,0.0,4.388896441408751,0.0,0.21245914639969934,6.244997998398398,0.0,2.5495097567963922,0.0,0.0,21489462.0,0.0,0.6
5.75,4.0,0.0,6.0,0.0,0.0,2015.0,8.0,4.0,233.0,13.0,0.0,23.0,8.0,0.0,26.0,4.1588830833596715,0.0,0.0,0.0,0.5,4.898979485566356,0.6666666666666666,384.0,4232.0,0.0,0.0,0.008583690987124463,0.0,6.782329983125268,0.0,66.125,0.0,4.1588830833596715,0.0,0.29973947020704494,19.183326093250876,0.0,4.795831523312719,0.0,0.0,50597348.0,0.0,0.715
0.0,0.0,0.0,5.0,0.0,0.0,2023.0,1.0,4.0,20.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
9.125,4.0,0.0,93.0,0.0,0.0,2019.0,3.0,5.0,61.0,13.0,0.0,36.5,4.0,0.0,26.0,2.772588722239781,0.0,0.0,0.0,1.0,19.28730152198591,0.043010752688172046,11625.0,5329.0,0.0,0.0,0.03278688524590164,0.0,5.232112384114087,0.0,444.0833333333333,0.0,2.1972245773362196,0.0,0.7551903733496608,30.20761493398643,0.0,6.754628043053149,0.0,0.0,907924.0,0.0,0.6
6.0,1.0,0.0,7.0,0.0,0.0,2018.0,9.0,4.0,271.0,23.0,0.0,6.0,3.0,0.0,23.0,1.0986122886681098,0.0,0.0,0.0,0.3333333333333333,2.6457513110645907,0.14285714285714285,448.0,108.0,0.0,0.0,0.0036900369003690036,0.0,7.348469228349534,0.0,4.0,0.0,2.1972245773362196,0.0,0.8164965809277259,9.797958971132712,0.0,4.898979485566356,0.0,0.0,19902511.0,0.0,0.6
0.0,0.0,0.0,2.0,0.0,0.0,2017.0,6.0,3.0,152.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,30.0,0.0,0.0,1979.0,4.0,6.0,119.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.147
8.5,11.0,0.0,81.0,0.0,0.0,2006.0,8.0,4.0,237.0,22.0,0.0,93.5,44.0,0.0,72.9657453878188,12.550737151259229,0.0,0.0,0.0,0.25,29.849623113198597,0.13580246913580246,5184.0,384659.0,0.0,0.0,0.013994197427659914,0.0,8.246211251235321,0.0,1092.78125,0.0,6.896727367230195,0.0,0.06626081698687841,38.67815921162743,0.0,5.830951894845301,0.0,0.0,146432583.0,0.0,1.689
0.0,0.0,0.0,5.0,0.0,0.0,2017.0,6.0,5.0,154.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,8.0,0.0,0.0,2019.0,5.0,6.0,125.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
4.0,2.0,0.0,7.0,0.0,0.0,1935.0,1.0,2.0,2.0,25.0,0.0,8.0,12.0,0.0,35.35533905932738,3.514188685361281,0.0,0.0,0.0,0.16666666666666666,3.7416573867739418,0.2857142857142857,56.0,768.0,0.0,0.0,0.7071067811865476,0.0,2.0,0.0,64.0,0.0,0.0,0.0,0.16666666666666666,5.656854249492381,0.0,2.8284271247461903,0.0,0.0,16.0,0.0,1.021
0.0,0.0,0.0,5.0,0.0,0.0,1972.0,1.0,5.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,3.0,0.0,0.0,2023.0,5.0,3.0,131.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
6.825,20.0,0.0,91.0,0.0,0.0,2016.0,1.0,4.0,8.0,29.0,0.0,136.5,54.0,8.0,129.6919426949878,17.83927897855981,26.981475126464083,12.649110640673518,0.0,0.37037037037037035,42.661458015403085,0.21978021978021978,5824.0,1006141.5,10240.0,195112.0,0.5590169943749475,204800.0,2.6124700955226263,1.1851851851851851,18632.25,0.0,0.0,2131420.6568221115,0.0483790758430116,46.73328578219169,32.0,5.224940191045253,0.0,0.0,10240.0,32768.0,5.312
0.0,0.0,0.0,5.0,0.0,0.0,2022.0,3.0,3.0,83.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,5.0,0.0,0.0,2020.0,6.0,4.0,171.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,3.0,0.0,0.0,2020.0,5.0,0.0,125.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
5.6,4.0,0.0,77.0,0.0,0.0,2009.0,7.0,2.0,203.0,15.0,0.0,22.4,3.0,1.0,30.0,2.1972245773362196,8.774964387392123,2.0,0.0,1.3333333333333333,17.549928774784245,0.05194805194805195,616.0,1505.2799999999997,4.0,3375.0,0.009852216748768473,16.0,6.260990336999411,0.3333333333333333,71.67999999999999,0.0,3.8918202981106265,456533.0,0.7888106377466154,9.465727652959385,2.0,3.3466401061363023,0.0,0.0,33461708.0,8.0,1.155
0.0,0.0,0.0,5.0,0.0,0.0,2021.0,1.0,1.0,26.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,51.0,0.0,0.0,1991.0,1.0,1.0,1.0,36.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,2.0,0.0,0.0,1997.0,1.0,2.0,1.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,5.0,0.0,0.0,1923.0,9.0,6.0,266.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,5.0,0.0,0.0,1989.0,1.0,6.0,1.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,26.0,0.0,0.0,2023.0,6.0,1.0,164.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,14.0,0.0,0.0,2007.0,1.0,0.0,1.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8.967,61.0,0.0,22.0,0.0,0.0,2013.0,9.0,1.0,267.0,29.0,0.0,546.9870000000001,39.0,0.0,226.49724060129296,28.613331159348117,0.0,0.0,0.0,1.564102564102564,36.6333181680284,2.772727272727273,22.0,11668596.348591004,0.0,0.0,0.029251871445343275,0.0,8.983484847207125,0.0,33243.86424100001,0.0,17.160872543034344,0.0,0.07678192177100107,23.387753205470595,0.0,2.9944949490690416,0.0,0.0,1161083943.0,0.0,7.756
5.0,3.0,0.0,51.0,0.0,0.0,2021.0,7.0,4.0,197.0,10.0,0.0,15.0,25.0,1.0,17.32050807568877,5.575256471926902,7.14142842854285,1.7320508075688772,0.0,0.12,12.36931687685298,0.058823529411764705,3264.0,5625.0,3.0,1000.0,0.008792136079029834,9.0,5.916079783099617,0.04,32.142857142857146,0.0,3.3704152451277296,132651.0,0.08944271909999159,15.491933384829668,4.0,4.47213595499958,0.0,0.0,22936119.0,64.0,1.357
0.0,0.0,0.0,6.0,0.0,0.0,1958.0,9.0,0.0,244.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,18.0,0.0,0.0,2009.0,1.0,3.0,1.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8.5,1.0,0.0,10.0,0.0,0.0,1981.0,1.0,3.0,1.0,24.0,0.0,8.5,20.0,0.0,24.0,2.995732273553991,0.0,0.0,0.0,0.05,3.1622776601683795,0.1,270.0,1445.0,0.0,0.0,1.0,0.0,2.9154759474226504,0.0,72.25,0.0,0.0,0.0,0.14577379737113252,8.746427842267952,0.0,5.049752469181039,0.0,0.0,1.0,0.0,0.6
8.5,2.0,0.0,30.0,0.0,0.0,1993.0,9.0,2.0,272.0,48.0,0.0,17.0,3.0,0.0,67.88225099390857,1.5536723984241867,0.0,0.0,0.0,0.6666666666666666,7.745966692414834,0.06666666666666667,240.0,867.0,0.0,0.0,0.005199314567548144,0.0,8.746427842267952,0.0,32.111111111111114,0.0,3.1073447968483734,0.0,0.9718253158075502,8.246211251235321,0.0,4.123105625617661,0.0,0.0,40247296.0,0.0,0.6
